POSTED_BY,UNDER_CONSTRUCTION,PROPERTY_AGE,FURNISHED,APARTMENT_TYPE,FACING,NO._OF_ROOMS,BALCONY,POWER_BACKUP,AREA_IN_SQUARE_FT,READY_TO_MOVE,TRANSACTION_TYPE,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,FACILITIES
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,NO,YES,1598.810188,YES,RESALE,"Mahalunge,Pune",18.573994,73.753171,86,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,YES,RESIDENTIAL,NORTH-EAST,2,YES,NO,911.4285714,YES,RESALE,"Kengeri Satellite Town Stage 1,Bangalore",12.91,77.48,31.9,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,YES,NO,701.9185774,YES,RESALE,"Chembur,Mumbai",19.05871,72.89969,180,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1562.237527,YES,RESALE,"Jessore Road,Kolkata",22.54111,88.33778,93,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,NO,YES,1458.789205,YES,RESALE,"Sector-109 Gurgaon,Gurgaon",28.510825,77.006087,100,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,3,NO,YES,2000,YES,RESALE,"Breach Candy,Mumbai",18.967801,72.804393,1200,"WATER SUPPLY, LIFT"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,1,NO,YES,550.0084617,YES,RESALE,"Virar,Palghar",19.444083,72.835286,32.5,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,3,NO,YES,2143.260011,YES,RESALE,"Chembur,Lalitpur",19.05871,72.89969,570,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,YES,RESIDENTIAL,NORTH-EAST,4,NO,YES,3066.666667,YES,RESALE,"Malviya Nagar,Jaipur",26.850391,75.814198,230,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,YES,RESIDENTIAL,SOUTH-EAST,2,NO,YES,631.3559322,YES,RESALE,"Deopuri,Raipur",21.202573,81.675174,14.9,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,3,NO,YES,1400.037334,YES,RESALE,"Hosa Road,Bangalore",12.863589,77.656426,75,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1303.214596,YES,RESALE,"Jessore Road,Kolkata",22.54111,88.33778,75,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,2,NO,YES,1089.133701,YES,RESALE,"Sector 20 Kamothe,Mumbai",28.5822,77.3293,87,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,NO,YES,2113.309353,YES,RESALE,"Action Area III,Kolkata",22.54111,88.33778,94,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,3,NO,NO,1345.194185,YES,RESALE,"Sector-78 Noida,Noida",28.560719,77.386208,62,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,NO,NO,1600,YES,RESALE,"PAL,Surat",21.17,72.83,56,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,3,NO,YES,1910.176236,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,67.2,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,4,YES,YES,45.00019149,YES,RESALE,"Swarn Jayanti Vihar,Kanpur",26.4725,80.33111,23.5,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,2,YES,YES,1450.209475,YES,RESALE,"Hennur Road,Bangalore",13.0306,77.6485,90,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1980.19802,YES,RESALE,"Action area 1A,Kolkata",22.582439,88.451577,110,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,2,NO,YES,1419.920651,YES,RESALE,"Sector-119 Noida,Noida",28.587711,77.403123,68,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-2,YES,RESIDENTIAL,SOUTH-EAST,2,NO,YES,1118.181818,YES,RESALE,"Nagarbhavi,Bangalore",12.957468,77.516563,49.2,"WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,YES,0-1,YES,RESIDENTIAL,SOUTH-WEST,2,NO,YES,686.5475995,YES,RESALE,"Pisoli,Maharashtra",18.440853,73.90536,41.9,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,9,YES,NO,5866.666667,YES,RESALE,"Durgapura,Jaipur",26.846445,75.789951,220,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,YES,RESIDENTIAL,SOUTH-WEST,1,YES,YES,680.0464422,YES,RESALE,"Kolshet Road,Lalitpur",24.69028,78.41889,82,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-EAST,2,NO,NO,814.9010477,YES,RESALE,"Rajarhat,Kolkata",22.54111,88.33778,21,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,1,YES,YES,405.6291391,YES,RESALE,"Kalol,Gandhinagar",23.2257,72.51679,14.7,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1525.37401,YES,RESALE,"Crossing Republik,Ghaziabad",28.629811,77.434197,52,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,3,NO,NO,1517.660044,YES,RESALE,"Palanpur,Surat",21.17,72.83,55,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,1,NO,YES,625,YES,RESALE,"Naigaon (East),Lalitpur",19.35269,72.864824,26,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,3,YES,NO,1968.826907,YES,RESALE,"Sector-168 Noida,Noida",28.494868,77.410298,120,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,3,NO,YES,1753.908906,YES,RESALE,"Sector-91 Mohali,Mohali",30.698017,76.679016,77.4,"WATER SUPPLY, LIFT"
Dealer,YES,0-2,YES,RESIDENTIAL,SOUTH-WEST,2,NO,YES,601.9744763,YES,RESALE,"Konnagar,Kolkata",22.7,88.35,25,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,1,NO,YES,650.0072223,YES,RESALE,"Sector 17 Ulwe,Lalitpur",18.964489,73.019574,45,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-2,YES,RESIDENTIAL,NORTH-EAST,3,NO,NO,743.6665759,YES,RESALE,"Sector 85 Faridabad,Faridabad",28.406152,77.355951,27.3,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1800.107469,YES,RESALE,"Kusumkhera,Haldwani",29.22,79.52,67,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,2,YES,YES,1035.196687,YES,RESALE,"Amblipura,Bangalore",12.915026,77.668562,45,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,2,NO,YES,1256.127451,YES,RESALE,"Ganga Nagar,Bangalore",13.022485,77.588538,41,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,3,YES,YES,1300.148588,YES,RESALE,"Amblipura,Bangalore",12.915026,77.668562,70,"WATER SUPPLY, LIFT"
Dealer,YES,0-1,YES,RESIDENTIAL,SOUTH-WEST,2,NO,YES,849.5670996,YES,RESALE,"Thane West,Lalitpur",19.18,72.96333,78.5,"WATER SUPPLY, LIFT"
Owner,YES,0-1,YES,RESIDENTIAL,SOUTH-WEST,1,NO,NO,1050.030883,YES,RESALE,"Kakkanad,Kochi",9.930471,76.271273,51,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,1,YES,YES,474.1935484,YES,RESALE,"Salugara,Siliguri",26.724219,88.326357,14.7,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,NO,NO,960,YES,RESALE,"Electronics City Phase 1,Bangalore",12.840956,77.659441,42,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,2,YES,NO,1460.101868,YES,RESALE,"Crossing Republik,Ghaziabad",28.629811,77.434197,43,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,YES,YES,986.1932939,YES,RESALE,"Oragadam,Chennai",13.09,80.27,45,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,4,YES,YES,4656.390495,YES,RESALE,"Sector-112 Gurgaon,Gurgaon",28.525772,77.013644,290,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1245.189042,YES,RESALE,"Bistupur,Jamshedpur",22.788421,86.180615,55,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1860.288535,YES,RESALE,"New Town,Kolkata",22.5922,88.484911,98,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,2,YES,NO,850.9672661,YES,RESALE,"Goregaon (East),Lalitpur",19.1615,72.8731,150,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,2,NO,YES,1120.071685,YES,RESALE,"JP Nagar,Bangalore",12.905368,77.580403,75,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1639.240905,YES,RESALE,"Wadala East,Maharashtra",19.014858,72.8662,520,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,3,YES,YES,1638.080555,YES,RESALE,"VIP Haldirams,Kolkata",22.58335,88.354623,85,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,3,YES,NO,2307.41924,YES,RESALE,"Sector-107 Gurgaon,Gurgaon",28.507037,76.970772,130,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,4,YES,YES,2999.88462,YES,RESALE,"Kalyani Nagar,Pune",18.5481,73.8995,260,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,NO,YES,1756.146513,YES,RESALE,"Kanjur Marg (East),Mumbai",19.221571,73.042474,280,"WATER SUPPLY, LIFT"
Dealer,YES,0-1,YES,RESIDENTIAL,NORTH-EAST,3,YES,YES,1471.297636,YES,RESALE,"Ajmer Road,Jaipur",26.928785,75.828002,30.5,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,2,YES,YES,1180.208806,YES,RESALE,"Gunjur,Bangalore",12.923762,77.736688,52,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,3,YES,NO,1795.070833,YES,RESALE,"Manpada,Lalitpur",24.69028,78.41889,370,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Builder,YES,01-Feb,YES,RESIDENTIAL,NORTH-EAST,2,YES,YES,1098.461538,YES,RESALE,"Thukalassery,Pathanamthitta",9.26472,76.78722,35.7,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,1,YES,NO,552.0654864,YES,RESALE,"Kallikuppam,Chennai",13.09,80.27,29,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,2,NO,YES,911.9380987,YES,RESALE,"Kolshet Road,Mumbai",19.249861,72.963866,99,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,YES,YES,1521.898427,YES,RESALE,"Thane West,Lalitpur",19.18,72.96333,270,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,NO,YES,1050.204918,YES,RESALE,"Sahakar Nagar,Lalitpur",18.483321,73.850433,41,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1675.163875,YES,RESALE,"Sector-150 Noida,Noida",28.429614,77.481711,92,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-EAST,2,NO,YES,941.8996629,YES,RESALE,"Sector-1 Vaishali,Ghaziabad",28.6423,77.3445,47.5,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,YES,RESIDENTIAL,NORTH-EAST,2,YES,NO,862.3012665,YES,RESALE,"Tilak Nagar,Lalitpur",28.6396,77.0884,160,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1665.124884,YES,RESALE,"Undri,Pune",18.452663,73.93104,72,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,3,YES,NO,1310.219714,YES,RESALE,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,65,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,2,YES,YES,880.5031447,YES,RESALE,"Waghodia,Vadodara",22.294094,73.233686,14,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,2,NO,YES,999.0896677,YES,RESALE,"Madambakkam,Chennai",12.900422,80.159352,43.9,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-2,YES,RESIDENTIAL,SOUTH-WEST,2,YES,YES,687.7865777,YES,RESALE,"Fatehabad Road,Agra",27.1,78.19,16.5,"WATER SUPPLY, LIFT"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,1,NO,YES,320,YES,RESALE,"Patanjali Yogpeeth,Haridwar",29.892311,78.000723,12,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,2,NO,NO,849.8583569,YES,RESALE,"Alwar Bhiwadi Road,Bhiwadi",28.21,76.87,15,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,2,NO,NO,1200,YES,RESALE,"Bapod,Vadodara",22.304805,73.23414,21,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,SOUTH-EAST,2,YES,NO,799.8792635,YES,RESALE,"Vikay Colony,Latur",18.395217,76.55652,26.5,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,YES,0-1,YES,RESIDENTIAL,NORTH-EAST,1,NO,NO,606.5359477,YES,RESALE,"Gangapur,Lalitpur",24.69028,78.41889,23.2,"WATER SUPPLY, LIFT"
Dealer,YES,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,NO,NO,1623.913043,YES,RESALE,"Sector-150 Noida,Noida",28.429614,77.481711,74.7,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,3,YES,NO,1520.912548,YES,RESALE,"New Town,Kolkata",22.5922,88.484911,80,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,3,YES,NO,1187.883587,YES,RESALE,"Anand Nagar,Lalitpur",18.476532,73.820689,120,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,NO,YES,1490.142137,YES,RESALE,"Sahakara Nagar,Bangalore",13.064,77.58,65,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1950.13233,YES,RESALE,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,140,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,2,YES,YES,850.0464869,YES,RESALE,"Sainath Nagar,Pune",18.628795,73.852993,64,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,YES,NO,341.9334784,YES,RESALE,"Purseni,Lucknow",26.707154,80.982346,11,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,4,NO,NO,3308.215402,YES,RESALE,"Sector-107 Noida,Noida",28.546788,77.378494,180,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,2,YES,NO,800,YES,RESALE,"Bhakti Park,Mumbai",19.02767,72.88001,170,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,2,YES,YES,1037.105324,YES,RESALE,"Undri,Pune",18.452663,73.93104,45,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,3,NO,NO,1400,YES,RESALE,"Manish Nagar,Nagpur",21.094632,79.074805,56,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1500.187523,YES,RESALE,"Kogilu,Bangalore",13.092356,77.613468,120,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,2,NO,YES,855.2357113,YES,RESALE,"silicon city,Indore",22.72056,75.84722,20.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,2,YES,NO,887.283237,YES,RESALE,"Joka,Kolkata",22.452032,88.298947,30.7,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,2,YES,NO,1000,YES,RESALE,"koyana vasahat,Karad",17.28,74.2,23,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,3,NO,NO,1750.198886,YES,RESALE,"Samarth Nagar,Aurangabad",19.878748,75.320274,110,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,NO,NO,713.7990331,YES,RESALE,"4 Bunglows,Lalitpur",24.69028,78.41889,220,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,3,YES,NO,942.5474487,YES,RESALE,"LIC Colony,Lalitpur",19.243627,72.849511,220,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,1,NO,YES,700,YES,RESALE,"Karanjade,Lalitpur",24.69028,78.41889,42,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,2,NO,NO,1340.996169,YES,RESALE,"Sector - 6 Dharuhera,Dharuhera",28.214131,76.798913,35,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,3,NO,YES,2074.074074,YES,RESALE,"Sector-70A Gurgaon,Gurgaon",28.384116,77.024406,140,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Builder,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1135.975725,YES,RESALE,"Raebareli Road,Lucknow",26.75,81,59.9,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1770.956316,YES,RESALE,"Sector 11 Kharghar,Maharashtra",19.037971,73.070481,180,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1212.252879,YES,RESALE,"Kamadenu Lay out Konapana Agrahara,Bangalore",12.852426,77.660475,55.8,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-EAST,3,YES,NO,1300.191205,YES,RESALE,"Raj Nagar,Ghaziabad",28.682219,77.445819,68,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,3,NO,NO,1800.055386,YES,RESALE,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,65,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,2,NO,YES,989.1808346,YES,RESALE,"Guduvancheri,Chennai",12.842686,80.063733,32,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,YES,RESIDENTIAL,SOUTH-EAST,2,NO,NO,1020.134228,YES,RESALE,"Mira Road,Maharashtra",19.283359,72.864964,76,"WATER SUPPLY, LIFT"
Owner,NO,01-Feb,YES,RESIDENTIAL,NORTH-EAST,1,NO,NO,646.6784245,YES,RESALE,"Amroli,Surat",21.23994,72.85652,11,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1386.292835,YES,RESALE,"Bariatu,Ranchi",23.399528,85.357421,53.4,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,NORTH-WEST,2,YES,NO,1135.172896,YES,RESALE,"Sector 15 Kharghar,Mumbai",19.040416,73.078151,130,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,1,YES,NO,220.0014915,YES,RESALE,"Eksar,Lalitpur",24.69028,78.41889,59,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,YES,RESIDENTIAL,NORTH-WEST,3,NO,YES,1782.531194,YES,RESALE,"Perungudi,Chennai",12.961,80.2409,170,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,1,YES,NO,452.2933182,YES,RESALE,"Kolshet Road,Maharashtra",19.249861,72.963866,63.9,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,YES,RESIDENTIAL,SOUTH-WEST,4,YES,NO,2823.363332,YES,RESALE,"Lalpur,Ranchi",23.368714,85.34384,160,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-WEST,3,NO,YES,1795.101936,YES,RESALE,"Thanisandra,Bangalore",13.055985,77.622157,140,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-EAST,3,NO,YES,1295.097132,YES,RESALE,"Sector-74 Noida,Noida",28.577673,77.389781,56,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,SOUTH-WEST,3,YES,NO,1785.714286,YES,RESALE,"Kundli,Sonipat",28.874383,77.113251,38.5,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,YES,RESIDENTIAL,NORTH-EAST,2,YES,YES,1150.180743,YES,RESALE,"Jessore Road,Kolkata",22.54111,88.33778,70,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1350.21097,YES,RESALE,"Race Course,Dehradun",30.313141,78.044472,80,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-WEST,2,NO,YES,925.9259259,YES,RESALE,"Moshi,Pune",18.669919,73.853723,40.5,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,YES,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1625.036732,YES,RESALE,"Sector 80 Faridabad,Faridabad",28.381971,77.347688,55.3,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,YES,RESIDENTIAL,SOUTH-WEST,2,YES,NO,1149.773071,YES,RESALE,"Palanpur,Surat",21.17,72.83,38,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,YES,RESIDENTIAL,NORTH-WEST,1,NO,YES,659.9208095,YES,RESALE,"Narayan Nagar,Surat",21.220324,72.830118,15,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
